Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:11:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:05     all   14.05    0.00    0.07    0.00    0.00    0.36    0.00    0.00    0.00   85.52
07:11:06     all   15.37    0.00    1.85    0.64    0.00    0.93    0.00    0.00    0.00   81.21
07:11:07     all   14.70    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   85.16
07:11:08     all   14.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.43
07:11:09     all   14.46    0.00    0.14    0.00    0.00    0.22    0.00    0.00    0.00   85.18
07:11:10     all   14.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.50
07:11:11     all   14.57    0.00    0.14    0.07    0.00    0.07    0.00    0.00    0.00   85.14
07:11:12     all   14.65    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   85.28
07:11:13     all   14.38    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   85.40
07:11:14     all   14.52    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   85.33
07:11:15     all   14.49    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   85.43
07:11:16     all   14.56    0.00    0.22    0.14    0.00    0.00    0.00    0.00    0.00   85.08
07:11:17     all   14.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.46
07:11:18     all   14.57    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   85.21
07:11:19     all   14.73    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.27
07:11:20     all   14.52    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   85.26
07:11:21     all   14.52    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   85.33
07:11:22     all   14.58    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   85.20
07:11:23     all   14.48    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   85.45
07:11:24     all   14.50    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   85.35
07:11:25     all   14.45    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   85.48
07:11:26     all   14.61    0.00    0.07    0.07    0.00    0.00    0.00    0.00    0.00   85.25
07:11:27     all   14.49    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   85.43
07:11:28     all   14.57    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   85.28
07:11:29     all   14.64    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   85.22
07:11:30     all   14.48    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   85.45
07:11:31     all   14.49    0.00    0.22    0.07    0.00    0.07    0.00    0.00    0.00   85.15
07:11:32     all   14.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.53
07:11:33     all   14.41    0.00    0.29    0.00    0.00    0.07    0.00    0.00    0.00   85.23
07:11:34     all   14.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   85.46
07:11:35     all   14.61    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   85.32
