Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:12:07     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:12:08     all   27.99    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   71.87
07:12:09     all   30.25    0.00    1.82    0.42    0.00    1.68    0.00    0.00    0.00   65.83
07:12:10     all   30.70    0.00    0.07    0.00    0.00    0.21    0.00    0.00    0.00   69.01
07:12:11     all   30.61    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.25
07:12:12     all   30.47    0.00    0.07    0.00    0.00    0.70    0.00    0.00    0.00   68.75
07:12:13     all   30.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.47
07:12:14     all   30.50    0.00    0.00    0.21    0.00    0.07    0.00    0.00    0.00   69.22
07:12:15     all   30.49    0.00    0.14    0.00    0.00    0.28    0.00    0.00    0.00   69.08
07:12:16     all   30.51    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   69.20
07:12:17     all   30.62    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   69.17
07:12:18     all   30.49    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.37
07:12:19     all   30.55    0.00    0.07    0.07    0.00    0.07    0.00    0.00    0.00   69.24
07:12:20     all   30.60    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.33
07:12:21     all   30.58    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   69.28
07:12:22     all   30.56    0.00    0.07    0.00    0.00    0.21    0.00    0.00    0.00   69.16
07:12:23     all   30.51    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   69.35
07:12:24     all   30.58    0.00    0.00    0.21    0.00    0.14    0.00    0.00    0.00   69.06
07:12:25     all   30.62    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.24
07:12:26     all   30.58    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.35
07:12:27     all   30.56    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   69.23
07:12:28     all   30.70    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.16
07:12:29     all   30.49    0.00    0.07    0.14    0.00    0.14    0.00    0.00    0.00   69.16
07:12:30     all   30.51    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   69.20
07:12:31     all   30.56    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   69.23
07:12:32     all   30.64    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.29
07:12:33     all   30.58    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   69.27
07:12:34     all   30.61    0.00    0.14    0.14    0.00    0.14    0.00    0.00    0.00   68.97
07:12:35     all   30.50    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.36
07:12:36     all   30.56    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.37
07:12:37     all   30.49    0.00    0.07    0.00    0.00    0.35    0.00    0.00    0.00   69.09
07:12:38     all   30.53    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   69.33
