Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:10:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:10:33     all    5.79    0.00    0.29    1.00    0.00    0.07    0.00    0.00    0.00   92.85
07:10:34     all    7.98    0.00    1.28    1.92    0.00    1.50    0.00    0.00    0.00   87.32
07:10:35     all    7.35    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.57
07:10:36     all    7.40    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   92.39
07:10:37     all    7.36    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   92.42
07:10:38     all    7.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.70
07:10:39     all    7.26    0.00    0.22    0.07    0.00    0.07    0.00    0.00    0.00   92.38
07:10:40     all    7.42    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   92.44
07:10:41     all    7.28    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:10:42     all    7.42    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   92.44
07:10:43     all    7.35    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.57
07:10:44     all    7.20    0.00    0.07    0.14    0.00    0.00    0.00    0.00    0.00   92.58
07:10:45     all    7.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.71
07:10:46     all    7.36    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.56
07:10:47     all    7.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.72
07:10:48     all    7.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.64
07:10:49     all    7.49    0.00    0.14    0.07    0.00    0.00    0.00    0.00    0.00   92.29
07:10:50     all    7.28    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:10:51     all    7.28    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:10:52     all    7.34    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   92.51
07:10:53     all    7.20    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   92.58
07:10:54     all    7.40    0.00    0.22    0.14    0.00    0.00    0.00    0.00    0.00   92.24
07:10:55     all    7.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:10:56     all    7.29    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.64
07:10:57     all    7.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.71
07:10:58     all    7.28    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:10:59     all    7.35    0.00    0.07    0.22    0.00    0.00    0.00    0.00    0.00   92.36
07:11:00     all    7.20    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   92.65
07:11:01     all    7.35    0.00    0.07    0.07    0.00    0.00    0.00    0.00    0.00   92.50
07:11:02     all    7.20    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   92.58
07:11:03     all    7.35    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   92.57
