Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:40:20     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:40:21     all   57.21    0.00    0.00    0.00    0.00    0.21    0.00    0.00    0.00   42.57
03:40:22     all   58.94    0.00    0.07    0.00    0.00    0.35    0.00    0.00    0.00   40.64
03:40:23     all   58.99    0.00    0.07    0.07    0.00    0.35    0.00    0.00    0.00   40.51
03:40:24     all   59.15    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   40.71
03:40:25     all   59.10    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   40.62
03:40:26     all   59.15    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   40.64
03:40:27     all   59.11    0.00    0.07    0.00    0.00    0.28    0.00    0.00    0.00   40.54
03:40:28     all   59.25    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   40.68
03:40:29     all   59.24    0.00    0.00    0.00    0.00    0.28    0.00    0.00    0.00   40.48
03:40:30     all   59.05    0.00    0.00    0.00    0.00    0.21    0.00    0.00    0.00   40.74
03:40:31     all   59.09    0.00    0.00    0.00    0.00    0.35    0.00    0.00    0.00   40.55
03:40:32     all   59.20    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   40.65
03:40:33     all   59.23    0.00    0.00    0.07    0.00    0.14    0.00    0.00    0.00   40.55
03:40:34     all   59.00    0.00    0.00    0.00    0.00    0.42    0.00    0.00    0.00   40.58
03:40:35     all   58.98    0.00    0.00    0.00    0.00    0.42    0.00    0.00    0.00   40.60
03:40:36     all   59.15    0.00    0.00    0.00    0.00    0.21    0.00    0.00    0.00   40.64
03:40:37     all   59.25    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   40.61
03:40:38     all   57.34    0.00    0.07    0.07    0.00    0.28    0.00    0.00    0.00   42.24
03:40:39     all   58.18    0.00    0.00    0.00    0.00    0.36    0.00    0.00    0.00   41.46
03:40:40     all   58.29    0.00    0.07    0.00    0.00    0.36    0.00    0.00    0.00   41.28
03:40:41     all   58.34    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   41.44
03:40:42     all   58.65    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   41.21
03:40:43     all   58.27    0.00    0.07    0.07    0.00    0.29    0.00    0.00    0.00   41.29
03:40:44     all   58.85    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   41.01
03:40:45     all   59.07    0.00    0.00    0.00    0.00    0.21    0.00    0.00    0.00   40.71
03:40:46     all   59.50    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   40.43
03:40:47     all   58.86    0.00    0.00    0.00    0.00    0.43    0.00    0.00    0.00   40.71
03:40:48     all   58.76    0.00    0.00    0.07    0.00    0.22    0.00    0.00    0.00   40.95
03:40:49     all   59.07    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   40.79
03:40:50     all   59.21    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   40.57
03:40:51     all   59.29    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   40.50
