Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:37:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:37:46     all   21.55    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   78.38
03:37:47     all   21.65    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   78.21
03:37:48     all   21.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   78.30
03:37:49     all   21.79    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   78.21
03:37:50     all   21.72    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   78.21
03:37:51     all   21.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   78.35
03:37:52     all   21.77    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   78.16
03:37:53     all   21.66    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   78.27
03:37:54     all   21.77    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   78.23
03:37:55     all   21.72    0.00    0.07    0.07    0.00    0.07    0.00    0.00    0.00   78.07
03:37:56     all   21.66    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   78.27
03:37:57     all   21.82    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   78.10
03:37:58     all   21.61    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   78.31
03:37:59     all   21.77    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   78.23
03:38:00     all   21.65    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   78.28
03:38:00     all   21.78    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   78.15
03:38:01     all   23.59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.41
03:38:02     all   23.57    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   76.36
03:38:03     all   23.57    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   76.36
03:38:04     all   23.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.45
03:38:05     all   23.55    0.00    0.07    0.14    0.00    0.00    0.00    0.00    0.00   76.23
03:38:06     all   23.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.55
03:38:07     all   23.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.50
03:38:08     all   23.47    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   76.46
03:38:09     all   23.50    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   76.43
03:38:10     all   23.48    0.00    0.07    0.07    0.00    0.00    0.00    0.00    0.00   76.38
03:38:11     all   23.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.35
03:38:12     all   23.52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.48
03:38:13     all   23.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   76.47
03:38:14     all   23.56    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   76.30
03:38:15     all   23.59    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   76.34
