Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:38:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:38:48     all   35.71    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   64.15
03:38:49     all   36.10    0.00    0.07    0.07    0.00    0.29    0.00    0.00    0.00   63.47
03:38:50     all   36.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.82
03:38:51     all   36.22    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.71
03:38:52     all   36.17    0.00    0.00    0.00    0.00    0.22    0.00    0.00    0.00   63.62
03:38:53     all   36.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.85
03:38:54     all   36.32    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   63.61
03:38:55     all   36.10    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.83
03:38:56     all   36.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.80
03:38:57     all   36.12    0.00    0.00    0.00    0.00    0.22    0.00    0.00    0.00   63.66
03:38:58     all   36.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.69
03:38:59     all   36.25    0.00    0.00    0.07    0.00    0.07    0.00    0.00    0.00   63.60
03:39:00     all   36.27    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   63.52
03:39:01     all   36.10    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.83
03:39:02     all   36.19    0.00    0.00    0.00    0.00    0.22    0.00    0.00    0.00   63.59
03:39:02     all   36.05    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.88
03:39:03     all   36.01    0.00    0.00    0.14    0.00    0.00    0.00    0.00    0.00   63.85
03:39:04     all   36.34    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.59
03:39:05     all   36.27    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.66
03:39:06     all   36.18    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.75
03:39:07     all   36.13    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.80
03:39:08     all   36.23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.77
03:39:09     all   36.08    0.00    0.00    0.14    0.00    0.00    0.00    0.00    0.00   63.77
03:39:10     all   36.13    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   63.80
03:39:11     all   36.31    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   63.54
03:39:12     all   36.21    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.72
03:39:13     all   36.15    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   63.78
03:39:14     all   36.29    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   63.64
03:39:15     all   36.13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   63.87
03:39:16     all   36.22    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   63.64
03:39:17     all   36.22    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   63.71
