Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:40:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:40:53     all   64.12    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   35.66
03:40:54     all   66.22    0.00    0.07    0.07    0.00    0.64    0.00    0.00    0.00   33.00
03:40:55     all   66.31    0.00    0.00    0.00    0.00    0.43    0.00    0.00    0.00   33.26
03:40:56     all   66.21    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   33.57
03:40:57     all   65.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   34.30
03:40:58     all   66.19    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   33.74
03:40:59     all   65.82    0.00    0.07    0.00    0.00    0.22    0.00    0.00    0.00   33.89
03:41:00     all   65.39    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   34.39
03:41:01     all   65.56    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   34.30
03:41:02     all   66.06    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   33.86
03:41:03     all   65.90    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   33.96
03:41:04     all   65.68    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   34.17
03:41:05     all   65.83    0.00    0.00    0.00    0.00    0.22    0.00    0.00    0.00   33.96
03:41:06     all   66.40    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   33.52
03:41:07     all   66.05    0.00    0.07    0.00    0.00    0.29    0.00    0.00    0.00   33.59
03:41:08     all   66.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   33.74
03:41:09     all   66.09    0.00    0.07    0.07    0.00    0.29    0.00    0.00    0.00   33.48
03:41:09     all   64.80    0.00    0.14    0.00    0.00    0.28    0.00    0.00    0.00   34.77
03:41:10     all   66.14    0.00    0.00    0.00    0.00    0.21    0.00    0.00    0.00   33.64
03:41:11     all   66.55    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   33.38
03:41:12     all   66.48    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   33.31
03:41:13     all   66.62    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   33.24
03:41:14     all   66.31    0.00    0.07    0.00    0.00    0.28    0.00    0.00    0.00   33.33
03:41:15     all   66.12    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   33.73
03:41:16     all   66.29    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   33.64
03:41:17     all   66.29    0.00    0.07    0.00    0.00    0.21    0.00    0.00    0.00   33.43
03:41:18     all   66.36    0.00    0.07    0.00    0.00    0.43    0.00    0.00    0.00   33.14
03:41:19     all   66.48    0.00    0.00    0.00    0.00    0.35    0.00    0.00    0.00   33.17
03:41:20     all   66.60    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   33.33
03:41:21     all   66.45    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   33.40
03:41:22     all   66.71    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   33.21
