Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:38:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:38:17     all   28.58    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   71.28
03:38:18     all   28.98    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   70.80
03:38:19     all   28.99    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   70.86
03:38:20     all   28.83    0.00    0.07    0.07    0.00    0.00    0.00    0.00    0.00   71.02
03:38:21     all   28.98    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.95
03:38:22     all   29.00    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   70.93
03:38:23     all   28.76    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   71.03
03:38:24     all   28.94    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   70.99
03:38:25     all   28.98    0.00    0.00    0.07    0.00    0.07    0.00    0.00    0.00   70.87
03:38:26     all   28.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.09
03:38:27     all   28.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.06
03:38:28     all   28.78    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   71.08
03:38:29     all   28.96    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   70.97
03:38:30     all   28.98    0.00    0.07    0.07    0.00    0.07    0.00    0.00    0.00   70.80
03:38:31     all   28.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.01
03:38:31     all   28.56    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   71.30
03:38:32     all   28.98    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   70.80
03:38:33     all   28.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.05
03:38:34     all   28.93    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   70.99
03:38:35     all   28.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.08
03:38:36     all   28.93    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   71.00
03:38:37     all   28.92    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   71.01
03:38:38     all   28.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.11
03:38:39     all   28.96    0.00    0.00    0.07    0.00    0.07    0.00    0.00    0.00   70.89
03:38:40     all   28.92    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   71.01
03:38:41     all   29.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   70.95
03:38:42     all   28.93    0.00    0.07    0.00    0.00    0.21    0.00    0.00    0.00   70.79
03:38:43     all   28.89    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   71.04
03:38:44     all   29.04    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   70.89
03:38:45     all   28.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.08
03:38:46     all   28.90    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.95
