Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:43:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:43:28     all   27.77    0.00    0.21    0.00    0.00    0.28    0.00    0.00    0.00   71.74
03:43:29     all   30.26    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.67
03:43:30     all   29.82    0.00    0.07    0.07    0.00    0.14    0.00    0.00    0.00   69.90
03:43:31     all   30.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.89
03:43:32     all   30.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.75
03:43:33     all   30.08    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.85
03:43:34     all   30.16    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   69.70
03:43:35     all   30.27    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   69.66
03:43:36     all   30.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.54
03:43:37     all   29.88    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.05
03:43:38     all   30.01    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.92
03:43:39     all   29.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   70.04
03:43:40     all   30.15    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   69.78
03:43:41     all   30.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.54
03:43:42     all   30.81    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.12
03:43:43     all   30.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.47
03:43:44     all   30.31    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.62
03:43:45     all   30.32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.68
03:43:46     all   30.57    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.36
03:43:46     all   29.08    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   70.64
03:43:47     all   30.77    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.16
03:43:48     all   30.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.42
03:43:49     all   29.92    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   69.87
03:43:50     all   30.28    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.65
03:43:51     all   30.86    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   69.07
03:43:52     all   30.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.26
03:43:53     all   30.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.06
03:43:54     all   30.87    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   69.06
03:43:55     all   30.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   69.09
03:43:56     all   30.77    0.00    0.28    0.00    0.00    0.00    0.00    0.00    0.00   68.94
03:43:57     all   30.92    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   69.01
