Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

03:45:00     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:45:01     all   48.21    0.00    0.21    0.00    0.00    0.00    0.00    0.00    0.00   51.58
03:45:02     all   52.31    0.00    0.07    0.00    0.00    0.21    0.00    0.00    0.00   47.41
03:45:03     all   52.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.75
03:45:04     all   52.25    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   47.68
03:45:05     all   52.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.72
03:45:06     all   52.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.65
03:45:07     all   52.21    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   47.72
03:45:08     all   52.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.72
03:45:09     all   52.35    0.00    0.00    0.07    0.00    0.00    0.00    0.00    0.00   47.58
03:45:10     all   52.10    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   47.83
03:45:11     all   52.32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.68
03:45:12     all   52.28    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   47.58
03:45:13     all   52.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.79
03:45:14     all   52.21    0.00    0.00    0.14    0.00    0.00    0.00    0.00    0.00   47.65
03:45:15     all   52.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.75
03:45:16     all   52.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.69
03:45:17     all   52.25    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   47.68
03:45:18     all   52.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.64
03:45:19     all   52.21    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   47.64
03:45:20     all   52.04    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   47.89
03:45:20     all   51.99    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   47.87
03:45:21     all   50.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   49.43
03:45:22     all   52.21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.79
03:45:23     all   52.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.71
03:45:24     all   52.21    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   47.72
03:45:25     all   52.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.65
03:45:26     all   52.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.75
03:45:27     all   52.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.66
03:45:28     all   52.20    0.00    0.07    0.07    0.00    0.00    0.00    0.00    0.00   47.65
03:45:29     all   52.21    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   47.72
03:45:30     all   52.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.71
