Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:18:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:18:41     all   41.50    0.00    0.29    0.07    0.00    0.00    0.00    0.00    0.00   58.14
07:18:42     all   45.06    0.00    1.56    0.71    0.00    1.14    0.00    0.00    0.00   51.53
07:18:43     all   44.84    0.00    0.00    0.00    0.00    0.42    0.00    0.00    0.00   54.73
07:18:44     all   44.82    0.00    0.07    0.00    0.00    0.28    0.00    0.00    0.00   54.82
07:18:45     all   44.74    0.00    0.21    0.00    0.00    0.42    0.00    0.00    0.00   54.62
07:18:46     all   44.90    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   54.89
07:18:47     all   45.03    0.00    0.07    0.07    0.00    0.14    0.00    0.00    0.00   54.69
07:18:48     all   44.84    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   54.87
07:18:49     all   44.81    0.00    0.14    0.00    0.00    0.21    0.00    0.00    0.00   54.84
07:18:50     all   45.00    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   54.86
07:18:51     all   44.83    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   54.96
07:18:52     all   44.93    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   54.79
07:18:53     all   44.89    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   54.96
07:18:54     all   44.97    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   54.89
07:18:55     all   44.82    0.00    0.21    0.00    0.00    0.07    0.00    0.00    0.00   54.90
07:18:56     all   44.81    0.00    0.14    0.00    0.00    0.28    0.00    0.00    0.00   54.77
07:18:57     all   44.81    0.00    0.28    0.14    0.00    0.07    0.00    0.00    0.00   54.70
07:18:58     all   45.10    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   54.83
07:18:59     all   44.86    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   54.93
07:19:00     all   45.04    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   54.75
07:19:01     all   44.83    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   55.03
07:19:02     all   45.07    0.00    0.07    0.14    0.00    0.14    0.00    0.00    0.00   54.58
07:19:03     all   44.85    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   55.07
07:19:04     all   44.93    0.00    0.28    0.00    0.00    0.07    0.00    0.00    0.00   54.71
07:19:05     all   45.00    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   54.93
07:19:06     all   45.10    0.00    0.28    0.00    0.00    0.07    0.00    0.00    0.00   54.55
07:19:07     all   44.73    0.00    0.14    0.21    0.00    0.21    0.00    0.00    0.00   54.70
07:19:08     all   44.93    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   54.93
07:19:09     all   44.96    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   54.75
07:19:10     all   45.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   55.00
07:19:11     all   44.93    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   54.86
