Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:16:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:16:35     all   14.00    0.00    0.14    0.07    0.00    0.07    0.00    0.00    0.00   85.71
07:16:36     all   15.22    0.00    1.78    0.64    0.00    1.21    0.00    0.00    0.00   81.15
07:16:37     all   14.95    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   84.90
07:16:38     all   15.01    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   84.77
07:16:39     all   14.94    0.00    0.00    0.00    0.00    0.43    0.00    0.00    0.00   84.63
07:16:40     all   15.20    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   84.66
07:16:41     all   15.07    0.00    0.14    0.29    0.00    0.36    0.00    0.00    0.00   84.14
07:16:42     all   14.83    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   84.95
07:16:43     all   14.82    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   85.11
07:16:44     all   14.94    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   84.84
07:16:45     all   15.09    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   84.77
07:16:46     all   15.05    0.00    0.14    0.14    0.00    0.07    0.00    0.00    0.00   84.59
07:16:47     all   15.14    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   84.65
07:16:48     all   14.95    0.00    0.22    0.00    0.00    0.07    0.00    0.00    0.00   84.76
07:16:49     all   14.82    0.00    0.22    0.00    0.00    0.07    0.00    0.00    0.00   84.89
07:16:50     all   15.24    0.00    0.21    0.00    0.00    0.07    0.00    0.00    0.00   84.48
07:16:51     all   15.14    0.00    0.14    0.14    0.00    0.07    0.00    0.00    0.00   84.51
07:16:52     all   14.93    0.00    0.22    0.00    0.00    0.07    0.00    0.00    0.00   84.78
07:16:53     all   15.14    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   84.65
07:16:54     all   14.94    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   84.84
07:16:55     all   14.99    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   84.86
07:16:56     all   15.09    0.00    0.22    0.07    0.00    0.07    0.00    0.00    0.00   84.55
07:16:57     all   15.09    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   84.77
07:16:58     all   15.00    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   84.71
07:16:59     all   15.06    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   84.79
07:17:00     all   14.86    0.00    0.22    0.00    0.00    0.07    0.00    0.00    0.00   84.85
07:17:01     all   14.95    0.00    0.22    0.22    0.00    0.07    0.00    0.00    0.00   84.54
07:17:02     all   15.08    0.00    0.07    0.00    0.00    0.29    0.00    0.00    0.00   84.57
07:17:03     all   15.14    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   84.79
07:17:04     all   15.15    0.00    0.07    0.00    0.00    0.14    0.00    0.00    0.00   84.64
07:17:05     all   15.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   84.84
