Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:17:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:17:38     all   27.98    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   71.81
07:17:39     all   29.37    0.00    1.78    0.43    0.00    1.43    0.00    0.00    0.00   67.00
07:17:40     all   29.08    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   70.78
07:17:41     all   28.93    0.00    0.07    0.00    0.00    0.29    0.00    0.00    0.00   70.71
07:17:42     all   28.86    0.00    0.07    0.00    0.00    0.51    0.00    0.00    0.00   70.56
07:17:43     all   28.87    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.98
07:17:44     all   28.95    0.00    0.00    0.14    0.00    0.22    0.00    0.00    0.00   70.69
07:17:45     all   28.95    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.97
07:17:46     all   29.07    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   70.79
07:17:47     all   29.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   70.86
07:17:48     all   28.94    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.98
07:17:49     all   29.05    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.88
07:17:50     all   28.96    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.89
07:17:51     all   29.05    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   70.81
07:17:52     all   28.90    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   70.95
07:17:53     all   28.97    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.88
07:17:54     all   28.99    0.00    0.14    0.07    0.00    0.07    0.00    0.00    0.00   70.72
07:17:55     all   29.05    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.88
07:17:56     all   28.92    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.93
07:17:57     all   29.03    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   70.83
07:17:58     all   29.25    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   70.61
07:17:59     all   28.92    0.00    0.00    0.22    0.00    0.14    0.00    0.00    0.00   70.72
07:18:00     all   29.08    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   70.92
07:18:01     all   28.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.01
07:18:02     all   29.04    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.89
07:18:03     all   29.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   70.91
07:18:04     all   28.97    0.00    0.14    0.14    0.00    0.07    0.00    0.00    0.00   70.66
07:18:05     all   28.96    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.89
07:18:06     all   29.05    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   70.88
07:18:07     all   28.97    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   70.88
07:18:08     all   28.94    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   70.91
