Linux 6.6.87.1-microsoft-standard-WSL2 (LAPTOP-5KLLEFAB) 	06/13/25 	_x86_64_	(14 CPU)

07:19:44     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:19:45     all   54.61    0.00    0.29    0.00    0.00    0.14    0.00    0.00    0.00   44.96
07:19:46     all   58.74    0.00    2.55    0.64    0.00    1.34    0.00    0.00    0.00   36.73
07:19:47     all   59.44    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   40.41
07:19:48     all   59.36    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   40.50
07:19:49     all   59.33    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   40.45
07:19:50     all   59.25    0.00    0.28    0.00    0.00    0.14    0.00    0.00    0.00   40.33
07:19:51     all   59.36    0.00    0.14    0.07    0.00    0.07    0.00    0.00    0.00   40.36
07:19:52     all   59.35    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   40.51
07:19:53     all   59.47    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00   40.38
07:19:54     all   59.36    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00   40.57
07:19:55     all   59.25    0.00    0.28    0.00    0.00    0.07    0.00    0.00    0.00   40.40
07:19:56     all   59.43    0.00    0.00    0.14    0.00    0.07    0.00    0.00    0.00   40.36
07:19:57     all   59.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   40.53
07:19:58     all   59.19    0.00    0.21    0.00    0.00    0.14    0.00    0.00    0.00   40.45
07:19:59     all   59.36    0.00    0.21    0.00    0.00    0.00    0.00    0.00    0.00   40.43
07:20:00     all   59.29    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   40.50
07:20:01     all   59.43    0.00    0.00    0.14    0.00    0.14    0.00    0.00    0.00   40.28
07:20:02     all   59.38    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   40.34
07:20:03     all   59.43    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.00   40.50
07:20:04     all   59.36    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00   40.50
07:20:05     all   59.26    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   40.53
07:20:06     all   59.28    0.00    0.07    0.14    0.00    0.07    0.00    0.00    0.00   40.44
07:20:07     all   59.32    0.00    0.14    0.00    0.00    0.07    0.00    0.00    0.00   40.47
07:20:08     all   59.37    0.00    0.07    0.00    0.00    0.07    0.00    0.00    0.00   40.48
07:20:09     all   59.18    0.00    0.28    0.00    0.00    0.14    0.00    0.00    0.00   40.40
07:20:10     all   59.19    0.00    0.14    0.00    0.00    0.28    0.00    0.00    0.00   40.38
07:20:11     all   59.20    0.00    0.14    0.14    0.00    0.21    0.00    0.00    0.00   40.30
07:20:12     all   59.22    0.00    0.00    0.00    0.00    0.43    0.00    0.00    0.00   40.35
07:20:13     all   59.08    0.00    0.21    0.00    0.00    0.35    0.00    0.00    0.00   40.35
07:20:14     all   59.15    0.00    0.07    0.00    0.00    0.35    0.00    0.00    0.00   40.43
07:20:15     all   59.28    0.00    0.00    0.00    0.00    0.36    0.00    0.00    0.00   40.37
